"Version1","Version1.4","Version2.1","Version3.1","UniProt","PANTHER"
"Sb02g024740","Sb02g024740","Sobic.002G202500","Sobic.002G202500","C5XCU3","PTHR23315"
"Sb02g024780","Sb02g024780","Sobic.002G203100","Sobic.002G203100","C4P7S4","PTHR24347"
"Sb02g024840","Sb02g024840","Sobic.002G203800","Sobic.002G203800","C5XCV5","PTHR19241"
"Sb02g024900","Sb02g024900","Sobic.002G204400","Sobic.002G204400","C5XCW1","PTHR24115"
"Sb02g024930","Sb02g024930","Sobic.002G204700","Sobic.002G204700","C5XCW4","PTHR23067"
"Sb02g025020","Sb02g025020","Sobic.002G205500","Sobic.002G205500","C5XCX3","PTHR13301"
"Sb02g025060","Sb02g025060","Sobic.002G206100","Sobic.002G206100","C5XCX8","PTHR13683"
"Sb02g025090","Sb02g025090","Sobic.002G206500","Sobic.002G206500","C5XCY4","PTHR21148"
"Sb02g025150","Sb02g025150","Sobic.002G207000","Sobic.002G207000","C5XCZ2","PTHR31294"
"Sb02g025170","Sb02g025170","Sobic.002G207200","Sobic.002G207200","C5XCZ4","PTHR38934"
"Sb02g025340","Sb02g025340","Sobic.002G209200","Sobic.002G209200","C5XD12","PTHR18966"
"Sb02g025420","Sb02g025420","Sobic.002G210300","Sobic.002G210300","C5XDK1","PTHR11214"
"Sb02g025440","Sb02g025440","Sobic.002G210500","Sobic.002G210500","C5WTL6","PTHR10484"
"Sb02g025470","Sb02g025470","Sobic.002G211000","Sobic.002G211000","C5XDK6","PTHR33059"
"Sb02g025570","Sb02g025570","Sobic.002G213200","Sobic.002G213200","C5XDM4","PTHR31852"
"Sb02g025610","Sb02g025610","Sobic.002G213500","Sobic.002G213500","C5XDM9","PTHR31374"
"Sb02g025620","Sb02g025620","Sobic.002G213600","Sobic.002G213600","C5XDN0","PTHR31374"
"Sb02g025640","Sb02g025640","Sobic.002G213800","null","C5XDN2","PTHR33565"
"Sb02g025710","Sb02g025710","Sobic.002G214700","Sobic.002G214700","C5XDP1","PTHR23240"
"Sb02g025810","Sb02g025810","Sobic.002G216000","Sobic.002G216000","C5XDQ1","PTHR10795"
"Sb02g025920","Sb02g025920","Sobic.002G217200","Sobic.002G217200","C5XDR4","PTHR12411"
"Sb02g025963","Sb02g025963","Sobic.002G217800","Sobic.002G217800","C5XDR9","PTHR32212"
"Sb02g025990","Sb02g025990","Sobic.002G218300","Sobic.002G218300","C5XDS3","PTHR33541"
"Sb02g026020","Sb02g026020","Sobic.002G218600","Sobic.002G218600","C5XDS6",""
"Sb02g026060","Sb02g026060","Sobic.002G219000","Sobic.002G219000","C5XDT0","PTHR16007"
"Sb02g026075","Sb02g026075","Sobic.002G219300","Sobic.002G219300","C5XDT2",""
"Sb02g026090","Sb02g026090","Sobic.002G219500","Sobic.002G219500","C5XDT4","PTHR23070"
"Sb02g026180","Sb02g026180","Sobic.002G220700","Sobic.002G220700","C5X259","PTHR33385"
"Sb02g026210","Sb02g026210","Sobic.002G221100","Sobic.002G221100","C5X264","PTHR33237"
"Sb02g026270","Sb02g026270","Sobic.002G221800","Sobic.002G221800","C5X273","PTHR12300"
"Sb02g026280","Sb02g026280","Sobic.002G221900","Sobic.002G221900","C5X274","PTHR10209"
"Sb02g026300","Sb02g026300","Sobic.002G222200","Sobic.002G222200","C5X277","PTHR18929"
"Sb02g026330","Sb02g026330","Sobic.002G222500","Sobic.002G222500","C5X280","PTHR23354"
"Sb02g026430","Sb02g026430","Sobic.002G223500","Sobic.002G223500","C5X291","PTHR11751"
"Sb02g026460","Sb02g026460","Sobic.002G223900","Sobic.002G223900","C5X295",""
"Sb02g026490","Sb02g026490","Sobic.002G224100","Sobic.002G224100","null",""
"Sb02g026570","Sb02g026570","Sobic.002G225100","Sobic.002G225100","C5X2A7","PTHR22952"
"Sb02g026620","Sb02g026620","null","Sobic.002G225650","C5X2B1","PTHR10357"
"Sb02g026670","Sb02g026670","Sobic.002G226300","Sobic.002G226300","C5X2C1","PTHR10891"
"Sb02g026690","Sb02g026690","Sobic.002G226500","Sobic.002G226500","C5X2C3","PTHR31722"
"Sb02g026700","Sb02g026700","Sobic.002G226700","null","C5X2C4","PTHR33312"
"Sb02g026710","Sb02g026710","Sobic.002G226800","Sobic.002G226800","C5X2C5","PTHR13832"
"Sb02g026740","Sb02g026740","Sobic.002G227100","Sobic.002G227100","C5X2C8","PTHR10265"
"Sb02g026790","Sb02g026790","Sobic.002G227700","Sobic.002G227700","null",""
"Sb02g026816","Sb02g026816","Sobic.002G228500","Sobic.002G228500","C5X2E1","PTHR23024"
"Sb02g026900","Sb02g026900","Sobic.002G229800","null","C5X2Y4","PTHR31696"
"Sb02g027100","Sb02g027100","Sobic.002G231900","Sobic.002G231900","C5X305","PTHR31376"
"Sb02g027170","Sb02g027170","Sobic.002G232500","Sobic.002G232500","C5X310","PTHR11206"
"Sb02g027210","Sb02g027210","Sobic.002G232900","Sobic.002G232900","C5X314","PTHR11969"
"Sb02g027260","Sb02g027260","Sobic.002G233500","Sobic.002G233500","C5X320","PTHR33021"
"Sb02g027510","Sb02g027510","Sobic.002G237000","Sobic.002G237000","C5X349","PTHR32382"
"Sb02g027820","Sb02g027820","Sobic.002G240800","Sobic.002G240800","C5X3R5","PTHR36753"
"Sb02g028120","Sb02g028120","Sobic.002G244300","Sobic.002G244300","null",""
"Sb02g028255","Sb02g028255","Sobic.002G246000","Sobic.002G246000","C5X3W0","PTHR31344"
"Sb02g028340","Sb02g028340","Sobic.002G246900","Sobic.002G246900","C5X3W9","PTHR35507"
"Sb02g028360","Sb02g028360","Sobic.002G247100","Sobic.002G247100","C5X3X1","PTHR31029"
"Sb02g028400","Sb02g028400","Sobic.002G247600","Sobic.002G247600","C5X3X5","PTHR10353"
"Sb02g028580","Sb02g028580","Sobic.002G249900","Sobic.002G249900","C5X4H4","PTHR10366"
"Sb02g028940","Sb02g028940","Sobic.002G253900","Sobic.002G253900","C5X4L0","PTHR31288"
"Sb02g029010","Sb02g029010","Sobic.002G254900","Sobic.002G254900","C5X4M4","PTHR23130"
"Sb02g029050","Sb02g029050","Sobic.002G255300","Sobic.002G255300","C5X4M7","PTHR23413"
"Sb02g029110","Sb02g029110","null","Sobic.002G255901","C5X4N4","PTHR33170"
"Sb02g029120","Sb02g029120","Sobic.002G256000","Sobic.002G256000","C5X4N5","PTHR11695"
"Sb02g029170","Sb02g029170","null","Sobic.002G256601","C5X4P1","PTHR12183"
"Sb02g029200","Sb02g029200","Sobic.002G256900","Sobic.002G256900","C5X4P4","PTHR31727"
"Sb02g029220","Sb02g029220","Sobic.002G257100","Sobic.002G257100","C5X4P6","PTHR24015"
"Sb02g029340","Sb02g029340","Sobic.002G258300","null","C5X587","PTHR31517"
"Sb02g029420","Sb02g029420","Sobic.002G259200","Sobic.002G259200","C5X596","PTHR31614"
"Sb02g029460","Sb02g029460","Sobic.002G259600","Sobic.002G259600","C5X5A1","PTHR31989"
"Sb02g029500","Sb02g029500","Sobic.002G260000","Sobic.002G260000","C5X5A5","PTHR22753"
"Sb02g029790","Sb02g029790","Sobic.002G263000","Sobic.002G263000","C5X5D6","PTHR33913"
"Sb02g029970","null","Sobic.002G265100","Sobic.002G265100","C5X5F7","PTHR10352"
"Sb02g030270","Sb02g030270","Sobic.002G268700","Sobic.002G268700","null",""
"Sb02g030510","Sb02g030510","Sobic.002G271300","Sobic.002G271300","C5X643","PTHR13943"
"Sb02g030600","Sb02g030600","Sobic.002G272300","Sobic.002G272300","C5X652","PTHR35117"
"Sb02g030620","Sb02g030620","Sobic.002G272500","Sobic.002G272500","C5X653","PTHR11054"
"Sb02g030640","Sb02g030640","Sobic.002G272700","Sobic.002G272700","C5X655","PTHR24298"
"Sb02g030900","Sb02g030900","Sobic.002G275500","Sobic.002G275500","C5X680","PTHR10641"
"Sb02g030950","Sb02g030950","Sobic.002G276000","Sobic.002G276000","C5X685","PTHR23430"
"Sb02g030990","Sb02g030990","Sobic.002G276600","Sobic.002G276600","C5X689","PTHR22298"
"Sb02g031120","Sb02g031120","Sobic.002G278200","Sobic.002G278200","C5X6U5","PTHR31048"
"Sb02g031130","Sb02g031130","Sobic.002G278300","Sobic.002G278300","C5X6U6","PTHR31048"
"Sb02g031160","Sb02g031160","Sobic.002G278700","Sobic.002G278700","C5X6U9","PTHR11240"
"Sb02g031200","Sb02g031200","Sobic.002G279300","Sobic.002G279300","C5X6V3",""
"Sb02g031260","Sb02g031260","Sobic.002G279900","Sobic.002G279900","C5X6V9","PTHR23421"
"Sb02g031270","Sb02g031270","Sobic.002G280100","Sobic.002G280100","C5X6W0","PTHR13454"
"Sb02g031310","Sb02g031310","Sobic.002G280500","Sobic.002G280500","C5X6W4","PTHR22835"
"Sb02g031330","Sb02g031330","Sobic.002G280700","Sobic.002G280700","C5X6W6","PTHR22850"
"Sb02g031390","Sb02g031390","Sobic.002G281000","Sobic.002G281000","null",""
"Sb02g031640","Sb02g031640","Sobic.002G283900","Sobic.002G283900","C5X6Z9","PTHR33103"
"Sb02g031940","Sb02g031940","Sobic.002G287000","Sobic.002G287000","C5X7L2","PTHR23023"
"Sb02g032150","Sb02g032150","Sobic.002G290000","Sobic.002G290000","C5X7N9","PTHR11472"
"Sb02g032435","Sb02g032435","Sobic.002G293400","Sobic.002G293400","C5X7S3",""
"Sb02g032470","Sb02g032470","Sobic.002G293700","Sobic.002G293700","C5X7S7","PTHR22884"
"Sb02g032510","Sb02g032510","Sobic.002G294000","Sobic.002G294000","C5X7T1","PTHR31376"
"Sb02g032700","Sb02g032700","Sobic.002G295700","Sobic.002G295700","C5X8D3","PTHR24064"
"Sb02g032710","Sb02g032710","Sobic.002G295800","Sobic.002G295800","C5X8D4","PTHR27001"
"Sb02g032725","Sb02g032725","Sobic.002G296000","Sobic.002G296000","C5X8D6","PTHR31355"
"Sb02g032800","Sb02g032800","Sobic.002G297000","Sobic.002G297000","C5X8E3","PTHR14237"
"Sb02g033060","Sb02g033060","Sobic.002G299900","Sobic.002G299900","C5X8H5","PTHR33880"
"Sb02g033070","Sb02g033070","Sobic.002G300000","Sobic.002G300000","C5X8H6","PTHR31692"
"Sb02g033120","Sb02g033120","Sobic.002G300600","Sobic.002G300600","C5X8I1","PTHR10438"
"Sb02g033150","Sb02g033150","Sobic.002G301000","Sobic.002G301000","null",""
"Sb02g033220","Sb02g033220","Sobic.002G301700","Sobic.002G301700","C5X8J1","PTHR11895"
"Sb02g033230","Sb02g033230","Sobic.002G301900","Sobic.002G301900","C5X8J3","PTHR11732"
"Sb02g033240","Sb02g033240","Sobic.002G302000","Sobic.002G302000","C5X8J4","PTHR31062"
"Sb02g033410","Sb02g033410","Sobic.002G303800","Sobic.002G303800","C5X8L2","PTHR28573"
"Sb02g033650","Sb02g033650","Sobic.002G306300","Sobic.002G306300","C5X968","PTHR11119"
"Sb02g033790","Sb02g033790","Sobic.002G307900","Sobic.002G307900","C5X981","PTHR31235"
"Sb02g033900","Sb02g033900","Sobic.002G309100","Sobic.002G309100","C5X994","PTHR31279"
"Sb02g034000","Sb02g034000","Sobic.002G310300","Sobic.002G310300","C5X9A5","PTHR11070"
"Sb02g034120","Sb02g034120","Sobic.002G311600","Sobic.002G311501","C5X9B6","PTHR11926"
"Sb02g034130","Sb02g034130","null","Sobic.002G311601","C5X9B7","PTHR11926"
"Sb02g034180","Sb02g034180","Sobic.002G312200","null","C5X9C2","PTHR31251"
"Sb02g034420","Sb02g034420","Sobic.002G314800","Sobic.002G314800","C5X9Y2","PTHR11709"
"Sb02g034670","Sb02g034670","Sobic.002G317600","Sobic.002G317600","null",""
"Sb02g034675","Sb02g034675","Sobic.002G317700","Sobic.002G317700","C5XA04","PTHR33307"
"Sb02g034720","Sb02g034720","Sobic.002G318300","Sobic.002G318300","C5XA09","PTHR11206"
"Sb02g034725","Sb02g034725","Sobic.002G318400","Sobic.002G318400","C5XA10","PTHR35687"
"Sb02g034760","Sb02g034760","Sobic.002G319100","Sobic.002G319100","C5XA16","PTHR11527"
"Sb02g034775","Sb02g034775","Sobic.002G319300","null","C5XA18","PTHR11915"
"Sb02g034890","Sb02g034890","Sobic.002G320600","Sobic.002G320600","C5XA32","PTHR31355"
"Sb02g034900","Sb02g034900","Sobic.002G320800","Sobic.002G320800","C5XA33","PTHR36405"
"Sb02g034910","Sb02g034910","Sobic.002G320700","Sobic.002G320700","C5XA34","PTHR24151"
"Sb02g034980","Sb02g034980","Sobic.002G322000","null","C5XA42","PTHR11132"
"Sb02g034990","Sb02g034990","Sobic.002G322300","Sobic.002G322300","C5XA43","PTHR33974"
"Sb02g035040","Sb02g035040","Sobic.002G322800","Sobic.002G322800","C5XA47","PTHR31218"
"Sb02g035150","Sb02g035150","Sobic.002G324000","Sobic.002G324000","C5XA58","PTHR21631"
"Sb02g035180","Sb02g035180","Sobic.002G324300","Sobic.002G324300","C5XA60","PTHR12415"
"Sb02g035250","Sb02g035250","Sobic.002G325200","Sobic.002G325200","C5XA66","PTHR31415"
"Sb02g035400","Sb02g035400","Sobic.002G327100","Sobic.002G327100","C5XAR6","PTHR32099"
"Sb02g035480","Sb02g035480","Sobic.002G328200","Sobic.002G328200","C5XAS3","PTHR32227"
"Sb02g035570","Sb02g035570","Sobic.002G329200","Sobic.002G329200","C5XAT1","PTHR33021"
"Sb02g035590","Sb02g035590","Sobic.002G329400","Sobic.002G329400","C5XAT3","PTHR31352"
"Sb02g035640","Sb02g035640","Sobic.002G329900","Sobic.002G329900","C5XAT8","PTHR23430"
"Sb02g035730","Sb02g035730","Sobic.002G330800","Sobic.002G330800","null",""
"Sb02g035850","Sb02g035850","Sobic.002G332300","Sobic.002G332300","C5XAW0","PTHR34558"
"Sb02g036000","Sb02g036000","Sobic.002G334100","Sobic.002G334100","C5XAX6","PTHR13301"
"Sb02g036010","Sb02g036010","Sobic.002G334200","Sobic.002G334200","C5XAX7","PTHR13301"
"Sb02g036050","Sb02g036050","Sobic.002G335000","Sobic.002G335000","C5XAY5","PTHR14154"
"Sb02g036130","Sb02g036130","Sobic.002G335900","Sobic.002G335900","C5XBH5","PTHR10177"
"Sb02g036220","Sb02g036220","Sobic.002G337500","Sobic.002G337500","C5XBI5","PTHR11926"
"Sb02g036230","Sb02g036230","Sobic.002G337600","Sobic.002G337600","C5XBI6","PTHR34056"
"Sb02g036370","Sb02g036370","Sobic.002G339100","Sobic.002G339100","C5XBK0","PTHR24064"
"Sb02g036550","Sb02g036550","Sobic.002G341300","Sobic.002G341300","C5XBM1","PTHR33728"
"Sb02g036580","Sb02g036580","Sobic.002G341700","Sobic.002G341700","C5XBM5","PTHR36733"
"Sb02g036690","Sb02g036690","Sobic.002G343100","Sobic.002G343100","C5XBP0","PTHR27003"
"Sb02g036750","Sb02g036750","Sobic.002G343600","Sobic.002G343600","C5XBP7","PTHR27000"
"Sb02g036760","Sb02g036760","Sobic.002G343700","Sobic.002G343700","C5XBP8","PTHR37716"
"Sb02g036836","Sb02g036836","Sobic.002G345200","Sobic.002G345200","C5XBR0","PTHR33791"
"Sb02g036990","Sb02g036990","Sobic.002G347300","Sobic.002G347300","C5XCA6","PTHR10638"
"Sb02g037000","Sb02g037000","Sobic.002G347400","Sobic.002G347400","C5XCA7","PTHR31972"
"Sb02g037060","Sb02g037060","Sobic.002G347900","Sobic.002G347900","C5XCB3","PTHR13398"
"Sb02g037110","Sb02g037110","Sobic.002G348500","Sobic.002G348500","C5XCB8","PTHR35104"
"Sb02g037130","Sb02g037130","Sobic.002G348700","Sobic.002G348700","C5XCC0","PTHR31589"
"Sb02g037190","Sb02g037190","Sobic.002G349500","Sobic.002G349500","C5XCC6","PTHR27008"
"Sb02g037320","Sb02g037320","Sobic.002G351100","Sobic.002G351100","C5XCD8","PTHR22942"
"Sb02g037380","Sb02g037380","Sobic.002G351700","Sobic.002G351700","C5XCE5","PTHR32227"
"Sb02g037400","Sb02g037400","Sobic.002G352000","Sobic.002G352000","C5XCE7",""
"Sb02g037470","Sb02g037470","Sobic.002G352800","Sobic.002G352800","null",""
"Sb02g037600","Sb02g037600","Sobic.002G354400","Sobic.002G354400","C5XCG6","PTHR23500"
"Sb02g037860","Sb02g037860","Sobic.002G357400","Sobic.002G357400","C5XD27","PTHR35133"
"Sb02g037990","Sb02g037990","Sobic.002G359200","Sobic.002G359200","C5XD43","PTHR16223"
"Sb02g038090","Sb02g038090","Sobic.002G360500","Sobic.002G360500","C5XD51","PTHR31300"
"Sb02g038095","Sb02g038095","Sobic.002G360600","Sobic.002G360600","C5XD52",""
"Sb02g038140","Sb02g038140","Sobic.002G361200","Sobic.002G361200","C5XD57","PTHR24322"
"Sb02g038260","Sb02g038260","Sobic.002G362600","Sobic.002G362600","C5XD72","PTHR33133"
"Sb02g038270","Sb02g038270","Sobic.002G362700","Sobic.002G362700","C5XD73","PTHR22883"
"Sb02g038390","Sb02g038390","Sobic.002G364700","Sobic.002G364700","C5XD94","PTHR26374"
"Sb02g038440","Sb02g038440","Sobic.002G365500","Sobic.002G365500","C5XD98","PTHR33088"
"Sb02g038510","Sb02g038510","Sobic.002G366000","Sobic.002G366000","C5XDT7","PTHR32227"
"Sb02g038570","Sb02g038570","Sobic.002G366600","Sobic.002G366600","C5XDU2","PTHR35297"
"Sb02g038670","Sb02g038670","Sobic.002G367600","Sobic.002G367600","C5XDV2","PTHR24298"
"Sb02g038710","Sb02g038710","Sobic.002G368000","Sobic.002G368000","C5XDV9","PTHR11054"
"Sb02g038740","Sb02g038740","Sobic.002G368300","Sobic.002G368300","C5XDW2","PTHR31673"
"Sb02g038770","Sb02g038770","Sobic.002G368600","Sobic.002G368600","C5XDW6","PTHR31682"
"Sb02g038810","Sb02g038810","Sobic.002G369000","Sobic.002G369000","C5XDX0","PTHR33333"
"Sb02g038920","Sb02g038920","Sobic.002G370400","Sobic.002G370400","C5XDY2","PTHR34358"
"Sb02g038960","Sb02g038960","Sobic.002G370800","Sobic.002G370800","C5XDY5","PTHR12632"
"Sb02g039070","Sb02g039070","Sobic.002G372200","Sobic.002G372200","C5XDZ5","PTHR10992"
"Sb02g039080","Sb02g039080","Sobic.002G372300","null","C5XDZ6","PTHR21262"
"Sb02g039220","Sb02g039220","Sobic.002G374500","Sobic.002G374500","C5XE13","PTHR37256"
"Sb02g039230","Sb02g039230","Sobic.002G374600","Sobic.002G374600","C5XE14","PTHR11712"
"Sb02g039240","Sb02g039240","null","Sobic.002G374650","C5XE15","PTHR10578"
"Sb02g039450","Sb02g039450","Sobic.002G377200","Sobic.002G377200","C5X2F4","PTHR35323"
"Sb02g039460","Sb02g039460","Sobic.002G377300","Sobic.002G377300","C5X2F5","PTHR24349"
"Sb02g039610","Sb02g039610","Sobic.002G379200","Sobic.002G379200","null",""
"Sb02g039720","Sb02g039720","Sobic.002G380300","Sobic.002G380300","C5X2I3","PTHR24073"
"Sb02g039760","Sb02g039760","Sobic.002G380700","Sobic.002G380700","C5X2I6","PTHR31132"
"Sb02g039890","Sb02g039890","Sobic.002G382500","Sobic.002G382500","C5X2K4","PTHR22814"
"Sb02g040020","Sb02g040020","Sobic.002G383900","Sobic.002G383900","C5X2L9","PTHR11863"
"Sb02g040060","Sb02g040060","Sobic.002G384400","Sobic.002G384400","C5X2M4","PTHR10617"
"Sb02g040080","Sb02g040080","Sobic.002G384700","null","C5X2M7","PTHR11831"
"Sb02g040120","Sb02g040120","Sobic.002G385100","Sobic.002G385100","C5X364","PTHR11831"
"Sb02g040150","Sb02g040150","Sobic.002G385400","Sobic.002G385400","C5X367","PTHR13394"
"Sb02g040230","Sb02g040230","Sobic.002G386100","Sobic.002G386100","C5X374","PTHR33474"
"Sb02g040240","Sb02g040240","Sobic.002G386200","Sobic.002G386200","C5X375",""
"Sb02g040470","Sb02g040470","Sobic.002G388600","Sobic.002G388600","C5X399","PTHR21562"
"Sb02g040480","Sb02g040480","Sobic.002G388700","Sobic.002G388700","C5X3A0","PTHR10641"
"Sb02g040870","Sb02g040870","Sobic.002G393400","Sobic.002G393400","C5X3E1","PTHR10772"
"Sb02g040980","Sb02g040980","Sobic.002G394500","Sobic.002G394500","C5X3Y5","PTHR31172"
"Sb02g041050","Sb02g041050","Sobic.002G395300","Sobic.002G395300","C5X3Z2","PTHR23024"
"Sb02g041100","Sb02g041100","Sobic.002G395900","Sobic.002G395900","C5X3Z6","PTHR32175"
"Sb02g041150","Sb02g041150","Sobic.002G396400","Sobic.002G396400","C5X401","PTHR33976"
"Sb02g041250","Sb02g041250","Sobic.002G397600","Sobic.002G397600","C5X417","PTHR13832"
"Sb02g041550","Sb02g041550","Sobic.002G400600","Sobic.002G400600","C5X449","PTHR10353"
"Sb02g041610","Sb02g041610","Sobic.002G401200","null","C5X455","PTHR11802"
"Sb02g041760","Sb02g041760","Sobic.002G403000","Sobic.002G403000","C5X470","PTHR13683"
"Sb02g041800","Sb02g041800","Sobic.002G403400","Sobic.002G403400","C5X4Q7","PTHR23428"
"Sb02g041890","Sb02g041890","Sobic.002G404500","Sobic.002G404500","C5X4R5",""
"Sb02g042100","Sb02g042100","Sobic.002G407000","Sobic.002G407000","C5X4T9","PTHR32518"
"Sb02g042110","Sb02g042110","Sobic.002G407100","null","C5X4U0",""
"Sb02g042120","Sb02g042120","Sobic.002G407300","null","C5X4U2","PTHR24322"
"Sb02g042140","Sb02g042140","Sobic.002G407500","Sobic.002G407500","C5X4U4","PTHR24322"
"Sb02g042170","Sb02g042170","Sobic.002G407900","Sobic.002G407900","null",""
"Sb02g042230","Sb02g042230","Sobic.002G408500","Sobic.002G408500","C5X4V2","PTHR31717"
"Sb02g042310","Sb02g042310","Sobic.002G409500","Sobic.002G409500","C5X4W0","PTHR21493"
"Sb02g042490","Sb02g042490","Sobic.002G412200","Sobic.002G412200","C5X4Y1","PTHR34681"
"Sb02g042530","Sb02g042530","Sobic.002G412600","Sobic.002G412600","C5X4Y5","PTHR33136"
"Sb02g042730","Sb02g042730","Sobic.002G415000","Sobic.002G415000","C5X5I9","PTHR34458"
"Sb02g042780","Sb02g042780","Sobic.002G416000","Sobic.002G416000","C5X5J6","PTHR31707"
"Sb02g042840","Sb02g042840","Sobic.002G416500","Sobic.002G416500","C5X5K3","PTHR31388"
"Sb02g042850","Sb02g042850","Sobic.002G416600","null","C5X5K4","PTHR31388"
"Sb02g042940","Sb02g042940","Sobic.002G417600","Sobic.002G417600","C5X5L4","PTHR34042"
"Sb02g043130","Sb02g043130","Sobic.002G419600","null","C5X5N3","PTHR24282"
"Sb02g043140","Sb02g043140","Sobic.002G419700","Sobic.002G419700","C5X5N4","PTHR10891"
"Sb02g043160","Sb02g043160","Sobic.002G420000","Sobic.002G420000","C5X5N6","PTHR13710"
"Sb02g043175","Sb02g043175","Sobic.002G420200","Sobic.002G420200","C5X5N8","PTHR22814"
"Sb02g043200","Sb02g043200","Sobic.002G420600","Sobic.002G420600","C5X5P1","PTHR11782"
"Sb02g043260","Sb02g043260","Sobic.002G421300","Sobic.002G421300","null",""
"Sb02g043510","Sb02g043510","null","Sobic.002G424350","C5X6A7","PTHR23050"
"Sb02g043530","Sb02g043530","Sobic.002G424600","Sobic.002G424600","C5X6A9","PTHR31776"
"Sb02g043640","Sb02g043640","Sobic.002G425900","Sobic.002G425900","C5X6C5","PTHR33124"
"Sb02g043660","Sb02g043660","Sobic.002G426100","Sobic.002G426100","C5X6C7","PTHR11699"
"Sb02g043740","Sb02g043740","Sobic.002G426900","Sobic.002G426900","C5X6D5","PTHR22904"
"Sb02g043980","Sb02g043980","Sobic.002G430100","Sobic.002G430100","C5X6G6","PTHR32100"
"Sb02g044020","Sb02g044020","Sobic.002G430700","Sobic.002G430700","C5X6H1","PTHR10896"
"Sb01g000200","Sb01g000200","Sobic.001G000100","Sobic.001G000100","C5WR12","PTHR31415"
"Sb01g000340","Sb01g000340","Sobic.001G002300","Sobic.001G002300","C5WRU8","PTHR31625"
"Sb01g000365","Sb01g000365","Sobic.001G002800","Sobic.001G002800","C5WRV3","PTHR23054"
"Sb01g000430","Sb01g000430","Sobic.001G003600","Sobic.001G003600","C5WRV9","PTHR22835"
"Sb01g000530","Sb01g000530","Sobic.001G004800","Sobic.001G004800","C5WRX2","PTHR31988"
"Sb01g000550","Sb01g000550","Sobic.001G005000","Sobic.001G005000","C5WRX4","PTHR31988"
"Sb01g000570","Sb01g000570","Sobic.001G005200","Sobic.001G005200","null",""
"Sb01g000610","Sb01g000610","Sobic.001G005700","Sobic.001G005700","C5WRY1","PTHR20863"
"Sb01g000696","Sb01g000696","Sobic.001G006600","Sobic.001G006600","C5WRZ2","PTHR32096"
"Sb01g000840","Sb01g000840","Sobic.001G008400","Sobic.001G008400","C5WS10",""
"Sb01g000890","Sb01g000890","Sobic.001G008900","Sobic.001G008900","C5WS15","PTHR34551"
"Sb01g000950","Sb01g000950","Sobic.001G009700","Sobic.001G009700","C5WS22","PTHR23430"
"Sb01g000990","Sb01g000990","Sobic.001G010100","Sobic.001G010100","C5WS25","PTHR24193"
"Sb01g001000","Sb01g001000","Sobic.001G010200","Sobic.001G010200","null",""
"Sb01g001180","Sb01g001180","Sobic.001G012200","Sobic.001G012200","C5WSW4","PTHR24298"
"Sb01g001220","Sb01g001220","Sobic.001G012400","Sobic.001G012400","C5WSW8","PTHR11926"
"Sb01g001230","Sb01g001230","Sobic.001G012500","Sobic.001G012500","null",""
"Sb01g001240","Sb01g001240","Sobic.001G012600","Sobic.001G012600","null",""
"Sb01g001260","Sb01g001260","Sobic.001G012800","Sobic.001G012800","C5WSX0","PTHR24015"
"Sb01g001350","Sb01g001350","Sobic.001G013800","Sobic.001G013800","C5WSX9","PTHR22953"
"Sb01g001370","Sb01g001370","Sobic.001G014000","Sobic.001G014000","C5WSY1","PTHR23177"
"Sb01g001540","Sb01g001540","Sobic.001G015700","Sobic.001G015700","C5WSZ5","PTHR22835"
"Sb01g001770","Sb01g001770","Sobic.001G018200","Sobic.001G018200","C5WT18","PTHR23222"
"Sb01g001900","Sb01g001900","Sobic.001G019700","Sobic.001G019700","C5WT35","PTHR11206"
"Sb01g002090","Sb01g002090","Sobic.001G022000","Sobic.001G022000","C5WTX6","PTHR11014"
"Sb01g002130","Sb01g002130","Sobic.001G022400","Sobic.001G022400","C5WTY0","PTHR31234"
"Sb01g002240","Sb01g002240","Sobic.001G023500","Sobic.001G023500","C5WTY8","PTHR21726"
"Sb01g002290","Sb01g002290","Sobic.001G024100","Sobic.001G024100","C5WTZ3",""
"Sb01g002430","Sb01g002430","Sobic.001G025500","Sobic.001G025500","null",""
"Sb01g002470","Sb01g002470","Sobic.001G025900","Sobic.001G025900","C5WU12","PTHR36033"
"Sb01g002510","Sb01g002510","Sobic.001G026300","Sobic.001G026300","C5WU16","PTHR24322"
"Sb01g002740","Sb01g002740","Sobic.001G029100","Sobic.001G029100","C5WU41","PTHR12599"
"Sb01g002775","Sb01g002775","Sobic.001G029500","Sobic.001G029500","C5WU45","PTHR11132"
"Sb01g002790","Sb01g002790","Sobic.001G029800","Sobic.001G029800","C5WU48",""
"Sb01g002960","Sb01g002960","Sobic.001G031700","Sobic.001G031700","C5WUY7","PTHR11119"
"Sb01g003120","Sb01g003120","Sobic.001G033300","Sobic.001G033300","C5WV02","PTHR31867"
"Sb01g003330","Sb01g003330","Sobic.001G035600","Sobic.001G035600","C5WV22","PTHR28039"
"Sb01g003340","Sb01g003340","Sobic.001G035800","Sobic.001G035800","C5WV23","PTHR22814"
"Sb01g003440","Sb01g003440","Sobic.001G037400","Sobic.001G037400","C5WV40","PTHR27008"
"Sb01g003470","Sb01g003470","Sobic.001G037800","Sobic.001G037800","C5WV44","PTHR10366"
"Sb01g003480","Sb01g003480","Sobic.001G037900","Sobic.001G037900","C5WV45","PTHR10366"
