GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0016830	F	carbon-carbon lyase activity	7	982	62	15420	0.12	1	// Sobic.010G160700 // Sobic.003G393900 // Sobic.001G443800 // Sobic.007G152800 // Sobic.007G227000 // Sobic.004G146000 // Sobic.006G096500 
GO:0042578	F	phosphoric ester hydrolase activity	17	982	163	15420	0.042	1	// Sobic.009G213000 // Sobic.001G406300 // Sobic.005G087666 // Sobic.002G317500 // Sobic.003G290100 // Sobic.001G425400 // Sobic.004G065200 // Sobic.001G424400 // Sobic.006G192200 // Sobic.003G354000 // Sobic.004G157300 // Sobic.006G054800 // Sobic.002G419500 // Sobic.003G242200 // Sobic.001G132600 // Sobic.002G360701 // Sobic.009G238600 
GO:0008233	F	peptidase activity	15	982	517	15420	1	1	// Sobic.001G280200 // Sobic.001G529700 // Sobic.010G112200 // Sobic.002G302300 // Sobic.005G102800 // Sobic.006G142850 // Sobic.001G351200 // Sobic.005G224500 // Sobic.001G341300 // Sobic.001G473700 // Sobic.004G301800 // Sobic.004G144500 // Sobic.002G281700 // Sobic.004G243000 // Sobic.002G373300 
GO:0019787	F	ubiquitin-like protein transferase activity	13	982	115	15420	0.043	1	// Sobic.001G441100 // Sobic.009G026500 // Sobic.007G130100 // Sobic.002G212200 // Sobic.003G339500 // Sobic.005G210000 // Sobic.004G169900 // Sobic.010G102000 // Sobic.002G188700 // Sobic.004G169300 // Sobic.003G379800 // Sobic.004G146800 // Sobic.004G245100 
GO:0043169	F	cation binding	131	982	1883	15420	0.16	1	// Sobic.006G157500 // Sobic.009G121600 // Sobic.003G159500 // Sobic.001G313600 // Sobic.004G042100 // Sobic.004G153900 // Sobic.003G362700 // Sobic.002G090200 // Sobic.004G109300 // Sobic.010G248301 // Sobic.001G192200 // Sobic.004G110400 // Sobic.001G405500 // Sobic.003G123300 // Sobic.007G156400 // Sobic.002G388900 // Sobic.002G329600 // Sobic.009G168900 // Sobic.007G212200 // Sobic.010G246000 // Sobic.010G276000 // Sobic.004G332500 // Sobic.001G230700 // Sobic.007G175900 // Sobic.006G151001 // Sobic.006G267200 // Sobic.006G257700 // Sobic.010G224000 // Sobic.004G109700 // Sobic.002G185000 // Sobic.001G062300 // Sobic.003G061300 // Sobic.003G278500 // Sobic.001G359300 // Sobic.001G510000 // Sobic.001G147200 // Sobic.010G071900 // Sobic.002G291900 // Sobic.008G118700 // Sobic.004G109900 // Sobic.004G268700 // Sobic.004G243000 // Sobic.001G082400 // Sobic.001G109800 // Sobic.002G386000 // Sobic.002G416300 // Sobic.003G130800 // Sobic.002G389000 // Sobic.009G205100 // Sobic.003G021900 // Sobic.007G121400 // Sobic.002G192000 // Sobic.004G063750 // Sobic.001G359400 // Sobic.001G247300 // Sobic.007G178100 // Sobic.007G152600 // Sobic.009G105300 // Sobic.009G184700 // Sobic.007G156500 // Sobic.006G144000 // Sobic.003G034400 // Sobic.001G384100 // Sobic.002G245800 // Sobic.007G123400 // Sobic.006G162800 // Sobic.001G398950 // Sobic.001G269100 // Sobic.009G169000 // Sobic.003G336000 // Sobic.001G195100 // Sobic.003G228600 // Sobic.007G153900 // Sobic.002G389100 // Sobic.005G103500 // Sobic.004G196700 // Sobic.009G110200 // Sobic.007G181600 // Sobic.001G062600 // Sobic.001G374400 // Sobic.004G181300 // Sobic.006G261000 // Sobic.004G152000 // Sobic.002G034600 // Sobic.009G110400 // Sobic.010G072000 // Sobic.002G377000 // Sobic.005G034400 // Sobic.004G141200 // Sobic.008G175200 // Sobic.009G183200 // Sobic.009G181800 // Sobic.001G373700 // Sobic.004G187800 // Sobic.009G232800 // Sobic.001G200500 // Sobic.001G387000 // Sobic.006G188700 // Sobic.008G033600 // Sobic.006G189700 // Sobic.008G014100 // Sobic.002G232800 // Sobic.006G151100 // Sobic.009G000200 // Sobic.004G110300 // Sobic.010G220600 // Sobic.007G212400 // Sobic.001G082200 // Sobic.002G111400 // Sobic.004G256200 // Sobic.009G026500 // Sobic.004G181400 // Sobic.002G425300 // Sobic.003G228000 // Sobic.003G395400 // Sobic.003G360900 // Sobic.007G003600 // Sobic.010G182966 // Sobic.001G153700 // Sobic.005G103300 // Sobic.001G097600 // Sobic.003G344400 // Sobic.004G312500 // Sobic.006G247100 // Sobic.010G019500 // Sobic.004G251000 // Sobic.004G280900 // Sobic.001G484400 // Sobic.007G179750 // Sobic.007G131800 // Sobic.004G164500 
GO:0043167	F	ion binding	144	982	1973	15420	0.052	1	// Sobic.006G157500 // Sobic.009G121600 // Sobic.003G159500 // Sobic.001G313600 // Sobic.004G042100 // Sobic.004G153900 // Sobic.002G389100 // Sobic.003G362700 // Sobic.002G090200 // Sobic.004G109300 // Sobic.010G248301 // Sobic.001G173900 // Sobic.001G192200 // Sobic.004G110400 // Sobic.001G405500 // Sobic.003G123300 // Sobic.007G156400 // Sobic.002G388900 // Sobic.002G329600 // Sobic.009G168900 // Sobic.007G212200 // Sobic.010G246000 // Sobic.010G276000 // Sobic.004G332500 // Sobic.006G187900 // Sobic.006G096500 // Sobic.007G175900 // Sobic.006G151001 // Sobic.006G267200 // Sobic.006G257700 // Sobic.010G224000 // Sobic.004G109700 // Sobic.002G185000 // Sobic.001G062300 // Sobic.003G061300 // Sobic.003G278500 // Sobic.001G359300 // Sobic.001G510000 // Sobic.001G147200 // Sobic.010G071900 // Sobic.002G291900 // Sobic.008G118700 // Sobic.004G109900 // Sobic.004G268700 // Sobic.004G243000 // Sobic.001G082400 // Sobic.001G260800 // Sobic.001G109800 // Sobic.002G386000 // Sobic.002G416300 // Sobic.003G130800 // Sobic.002G389000 // Sobic.009G205100 // Sobic.003G021900 // Sobic.007G121400 // Sobic.002G192000 // Sobic.004G063750 // Sobic.001G359400 // Sobic.001G215300 // Sobic.001G247300 // Sobic.007G178100 // Sobic.007G152600 // Sobic.009G105300 // Sobic.009G184700 // Sobic.007G156500 // Sobic.006G144000 // Sobic.003G034400 // Sobic.001G384100 // Sobic.002G245800 // Sobic.007G123400 // Sobic.006G162800 // Sobic.001G398950 // Sobic.001G269100 // Sobic.002G041100 // Sobic.009G169000 // Sobic.004G331700 // Sobic.003G336000 // Sobic.001G195100 // Sobic.003G228600 // Sobic.001G443800 // Sobic.007G153900 // Sobic.002G211300 // Sobic.005G103500 // Sobic.004G196700 // Sobic.009G110200 // Sobic.007G181600 // Sobic.001G062600 // Sobic.001G374400 // Sobic.004G181300 // Sobic.006G261000 // Sobic.004G152000 // Sobic.002G034600 // Sobic.009G110400 // Sobic.010G072000 // Sobic.002G377000 // Sobic.005G034400 // Sobic.004G141200 // Sobic.008G175200 // Sobic.009G183200 // Sobic.009G181800 // Sobic.001G373700 // Sobic.004G187800 // Sobic.009G232800 // Sobic.001G200500 // Sobic.001G387000 // Sobic.006G188700 // Sobic.008G033600 // Sobic.006G189700 // Sobic.008G014100 // Sobic.002G232800 // Sobic.006G151100 // Sobic.009G000200 // Sobic.004G110300 // Sobic.010G220600 // Sobic.003G303300 // Sobic.007G212400 // Sobic.001G082200 // Sobic.002G111400 // Sobic.004G256200 // Sobic.009G026500 // Sobic.004G181400 // Sobic.002G425300 // Sobic.002G041200 // Sobic.001G338500 // Sobic.003G228000 // Sobic.003G395400 // Sobic.003G360900 // Sobic.007G003600 // Sobic.010G182966 // Sobic.001G153700 // Sobic.005G103300 // Sobic.001G097600 // Sobic.003G344400 // Sobic.004G312500 // Sobic.006G247100 // Sobic.010G019500 // Sobic.004G251000 // Sobic.004G280900 // Sobic.007G152800 // Sobic.001G484400 // Sobic.001G230700 // Sobic.007G179750 // Sobic.007G131800 // Sobic.004G164500 
GO:0004866	F	endopeptidase inhibitor activity	5	982	67	15420	0.43	1	// Sobic.009G009900 // Sobic.001G100200 // Sobic.003G400400 // Sobic.009G182000 // Sobic.001G032100 
GO:0030554	F	adenyl nucleotide binding	98	982	1745	15420	0.91	1	// Sobic.003G215800 // Sobic.006G142775 // Sobic.008G191300 // Sobic.002G363400 // Sobic.002G174000 // Sobic.002G350800 // Sobic.007G200200 // Sobic.002G314700 // Sobic.006G218700 // Sobic.002G319900 // Sobic.003G268900 // Sobic.004G251200 // Sobic.009G026900 // Sobic.003G377300 // Sobic.009G252400 // Sobic.005G047700 // Sobic.004G281300 // Sobic.003G012900 // Sobic.001G315600 // Sobic.002G327700 // Sobic.003G151600 // Sobic.010G245100 // Sobic.006G114100 // Sobic.003G035500 // Sobic.003G402100 // Sobic.002G072000 // Sobic.010G007500 // Sobic.002G187400 // Sobic.003G081100 // Sobic.001G428900 // Sobic.007G038100 // Sobic.003G268800 // Sobic.008G119800 // Sobic.001G326900 // Sobic.005G150700 // Sobic.003G097000 // Sobic.009G252500 // Sobic.002G067000 // Sobic.006G111400 // Sobic.005G231500 // Sobic.010G120800 // Sobic.008G172900 // Sobic.001G333500 // Sobic.003G188000 // Sobic.002G224400 // Sobic.001G014200 // Sobic.005G226000 // Sobic.001G429200 // Sobic.002G393800 // Sobic.004G087800 // Sobic.006G128200 // Sobic.007G194700 // Sobic.001G332900 // Sobic.001G192800 // Sobic.005G209600 // Sobic.010G241500 // Sobic.006G251500 // Sobic.007G038200 // Sobic.008G026200 // Sobic.006G158266 // Sobic.004G162400 // Sobic.005G225800 // Sobic.001G498400 // Sobic.004G173500 // Sobic.001G051600 // Sobic.009G105500 // Sobic.009G114500 // Sobic.001G090600 // Sobic.002G355100 // Sobic.008G027000 // Sobic.003G268700 // Sobic.008G178200 // Sobic.003G251000 // Sobic.005G192300 // Sobic.001G073800 // Sobic.006G005600 // Sobic.010G169000 // Sobic.009G166400 // Sobic.005G167400 // Sobic.009G221200 // Sobic.009G000200 // Sobic.009G019200 // Sobic.001G064700 // Sobic.001G236200 // Sobic.002G324700 // Sobic.006G158200 // Sobic.002G245900 // Sobic.003G267700 // Sobic.010G265800 // Sobic.009G069800 // Sobic.002G128300 // Sobic.003G081700 // Sobic.009G217600 // Sobic.001G207600 // Sobic.003G262600 // Sobic.009G204300 // Sobic.001G020500 // Sobic.003G325200 
GO:0008092	F	cytoskeletal protein binding	7	982	94	15420	0.4	1	// Sobic.009G132400 // Sobic.001G034900 // Sobic.001G439700 // Sobic.001G417600 // Sobic.006G215800 // Sobic.005G209600 // Sobic.009G015700 
GO:0030234	F	enzyme regulator activity	12	982	204	15420	0.65	1	// Sobic.003G148300 // Sobic.004G166400 // Sobic.001G100200 // Sobic.009G009900 // Sobic.009G182000 // Sobic.001G032100 // Sobic.001G024400 // Sobic.001G287800 // Sobic.003G321200 // Sobic.009G210600 // Sobic.003G400400 // Sobic.007G036000 
GO:0036094	F	small molecule binding	132	982	2175	15420	0.73	1	// Sobic.003G215800 // Sobic.006G142775 // Sobic.008G191300 // Sobic.002G363400 // Sobic.003G402100 // Sobic.006G158200 // Sobic.007G200200 // Sobic.002G314700 // Sobic.009G191700 // Sobic.004G181000 // Sobic.006G218700 // Sobic.002G319900 // Sobic.001G405500 // Sobic.003G268900 // Sobic.004G251200 // Sobic.009G026900 // Sobic.005G169800 // Sobic.009G252400 // Sobic.003G292400 // Sobic.005G047700 // Sobic.004G281300 // Sobic.003G012900 // Sobic.001G315600 // Sobic.002G327700 // Sobic.003G061300 // Sobic.010G104000 // Sobic.003G151600 // Sobic.010G245100 // Sobic.008G119800 // Sobic.010G162900 // Sobic.003G035500 // Sobic.003G036000 // Sobic.002G174000 // Sobic.002G072000 // Sobic.008G079600 // Sobic.010G007500 // Sobic.003G081100 // Sobic.001G428900 // Sobic.007G038100 // Sobic.003G268800 // Sobic.006G114100 // Sobic.001G326900 // Sobic.005G150700 // Sobic.003G097000 // Sobic.009G252500 // Sobic.002G067000 // Sobic.002G350800 // Sobic.006G111400 // Sobic.005G231500 // Sobic.009G169000 // Sobic.010G120800 // Sobic.008G172900 // Sobic.001G333500 // Sobic.003G188000 // Sobic.006G030800 // Sobic.002G224400 // Sobic.001G014200 // Sobic.005G226000 // Sobic.001G429200 // Sobic.002G393800 // Sobic.004G087800 // Sobic.006G128200 // Sobic.007G194700 // Sobic.001G332900 // Sobic.001G192800 // Sobic.005G209600 // Sobic.010G241500 // Sobic.001G292200 // Sobic.006G251500 // Sobic.007G038200 // Sobic.001G474200 // Sobic.001G505200 // Sobic.008G026200 // Sobic.006G091700 // Sobic.008G070500 // Sobic.006G158266 // Sobic.009G166400 // Sobic.004G162400 // Sobic.005G225800 // Sobic.001G498400 // Sobic.004G173500 // Sobic.001G051600 // Sobic.009G105500 // Sobic.009G114500 // Sobic.003G421100 // Sobic.001G090600 // Sobic.002G355100 // Sobic.008G027000 // Sobic.003G268700 // Sobic.008G178200 // Sobic.003G251000 // Sobic.001G230900 // Sobic.005G192300 // Sobic.004G177700 // Sobic.001G073800 // Sobic.006G005600 // Sobic.008G014100 // Sobic.010G182700 // Sobic.010G169000 // Sobic.002G187400 // Sobic.005G167400 // Sobic.009G221200 // Sobic.009G000200 // Sobic.004G271700 // Sobic.009G069600 // Sobic.009G019200 // Sobic.009G003900 // Sobic.001G064700 // Sobic.010G220600 // Sobic.001G236200 // Sobic.002G324700 // Sobic.003G313800 // Sobic.001G500200 // Sobic.003G377300 // Sobic.002G245900 // Sobic.003G267700 // Sobic.010G265800 // Sobic.010G084600 // Sobic.009G069800 // Sobic.002G128300 // Sobic.003G081700 // Sobic.009G217600 // Sobic.002G140600 // Sobic.001G207600 // Sobic.003G262600 // Sobic.009G204300 // Sobic.001G020500 // Sobic.009G183200 // Sobic.006G247100 // Sobic.003G325200 // Sobic.001G484400 // Sobic.001G247300 
GO:0008194	F	UDP-glycosyltransferase activity	7	982	123	15420	0.67	1	// Sobic.002G038600 // Sobic.001G418800 // Sobic.001G344500 // Sobic.001G391300 // Sobic.008G188100 // Sobic.010G072300 // Sobic.002G241100 
GO:0015079	F	potassium ion transmembrane transporter activity	5	982	29	15420	0.05	1	// Sobic.002G411500 // Sobic.006G213500 // Sobic.004G250700 // Sobic.010G197500 // Sobic.003G413700 
GO:0001871	F	pattern binding	5	982	96	15420	0.73	1	// Sobic.003G081700 // Sobic.003G262900 // Sobic.003G263100 // Sobic.004G338200 // Sobic.003G081100 
GO:0008270	F	zinc ion binding	63	982	928	15420	0.33	1	// Sobic.001G109800 // Sobic.003G159500 // Sobic.005G103500 // Sobic.004G042100 // Sobic.002G416300 // Sobic.007G181600 // Sobic.004G110300 // Sobic.001G147200 // Sobic.004G181300 // Sobic.007G121400 // Sobic.002G192000 // Sobic.004G063750 // Sobic.002G090200 // Sobic.004G152000 // Sobic.002G034600 // Sobic.009G105300 // Sobic.010G246000 // Sobic.007G212200 // Sobic.007G178100 // Sobic.004G110400 // Sobic.002G386000 // Sobic.010G072000 // Sobic.004G181400 // Sobic.006G144000 // Sobic.003G123300 // Sobic.004G256200 // Sobic.009G026500 // Sobic.009G168900 // Sobic.003G344400 // Sobic.008G175200 // Sobic.002G425300 // Sobic.002G245800 // Sobic.010G276000 // Sobic.004G332500 // Sobic.006G162800 // Sobic.001G373700 // Sobic.004G187800 // Sobic.001G230700 // Sobic.009G110200 // Sobic.003G395400 // Sobic.001G269100 // Sobic.007G175900 // Sobic.009G110400 // Sobic.005G103300 // Sobic.001G097600 // Sobic.009G232800 // Sobic.004G109700 // Sobic.002G185000 // Sobic.004G109300 // Sobic.003G278500 // Sobic.001G387000 // Sobic.004G251000 // Sobic.004G280900 // Sobic.006G188700 // Sobic.006G189700 // Sobic.010G071900 // Sobic.002G291900 // Sobic.002G232800 // Sobic.001G398950 // Sobic.001G153700 // Sobic.004G109900 // Sobic.004G164500 // Sobic.004G243000 
GO:0016614	F	oxidoreductase activity, acting on CH-OH group of donors	10	982	131	15420	0.34	1	// Sobic.003G036000 // Sobic.002G250400 // Sobic.001G221200 // Sobic.006G030800 // Sobic.007G207600 // Sobic.003G292400 // Sobic.004G326900 // Sobic.007G137600 // Sobic.009G069600 // Sobic.009G243400 
GO:0016616	F	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	9	982	110	15420	0.28	1	// Sobic.003G036000 // Sobic.002G250400 // Sobic.009G243400 // Sobic.006G030800 // Sobic.007G207600 // Sobic.003G292400 // Sobic.004G326900 // Sobic.007G137600 // Sobic.009G069600 
GO:0097367	F	carbohydrate derivative binding	119	982	1972	15420	0.74	1	// Sobic.003G215800 // Sobic.006G142775 // Sobic.008G191300 // Sobic.002G363400 // Sobic.003G402100 // Sobic.002G350800 // Sobic.007G200200 // Sobic.002G314700 // Sobic.009G191700 // Sobic.006G218700 // Sobic.002G319900 // Sobic.003G268900 // Sobic.004G251200 // Sobic.009G026900 // Sobic.005G169800 // Sobic.009G252400 // Sobic.005G047700 // Sobic.004G281300 // Sobic.K029900 // Sobic.003G012900 // Sobic.001G315600 // Sobic.002G327700 // Sobic.010G104000 // Sobic.003G151600 // Sobic.010G245100 // Sobic.008G119800 // Sobic.006G132200 // Sobic.003G035500 // Sobic.002G174000 // Sobic.002G072000 // Sobic.008G079600 // Sobic.010G007500 // Sobic.002G187400 // Sobic.003G081100 // Sobic.001G428900 // Sobic.007G038100 // Sobic.003G268800 // Sobic.006G114100 // Sobic.001G326900 // Sobic.005G150700 // Sobic.003G097000 // Sobic.009G252500 // Sobic.002G067000 // Sobic.010G273600 // Sobic.006G111400 // Sobic.005G231500 // Sobic.010G120800 // Sobic.008G172900 // Sobic.001G333500 // Sobic.003G188000 // Sobic.002G224400 // Sobic.001G014200 // Sobic.006G132300 // Sobic.005G226000 // Sobic.001G429200 // Sobic.002G393800 // Sobic.004G087800 // Sobic.006G128200 // Sobic.007G194700 // Sobic.001G332900 // Sobic.001G192800 // Sobic.005G209600 // Sobic.010G241500 // Sobic.001G292200 // Sobic.006G251500 // Sobic.007G038200 // Sobic.001G474200 // Sobic.001G505200 // Sobic.008G026200 // Sobic.006G091700 // Sobic.008G070500 // Sobic.006G158266 // Sobic.004G162400 // Sobic.005G225800 // Sobic.001G498400 // Sobic.004G173500 // Sobic.001G051600 // Sobic.009G105500 // Sobic.009G114500 // Sobic.006G132400 // Sobic.001G090600 // Sobic.002G355100 // Sobic.008G027000 // Sobic.003G268700 // Sobic.008G178200 // Sobic.003G251000 // Sobic.001G230900 // Sobic.005G192300 // Sobic.004G177700 // Sobic.001G073800 // Sobic.006G005600 // Sobic.010G182700 // Sobic.010G169000 // Sobic.009G166400 // Sobic.005G167400 // Sobic.009G221200 // Sobic.009G000200 // Sobic.004G271700 // Sobic.009G019200 // Sobic.009G003900 // Sobic.001G064700 // Sobic.001G236200 // Sobic.002G324700 // Sobic.006G158200 // Sobic.003G377300 // Sobic.002G245900 // Sobic.003G267700 // Sobic.010G265800 // Sobic.010G084600 // Sobic.009G069800 // Sobic.002G128300 // Sobic.003G081700 // Sobic.009G217600 // Sobic.002G140600 // Sobic.001G207600 // Sobic.003G262600 // Sobic.009G204300 // Sobic.001G020500 // Sobic.003G325200 
GO:0032549	F	ribonucleoside binding	111	982	1931	15420	0.88	1	// Sobic.003G215800 // Sobic.006G142775 // Sobic.008G191300 // Sobic.002G363400 // Sobic.002G174000 // Sobic.002G350800 // Sobic.007G200200 // Sobic.002G314700 // Sobic.009G191700 // Sobic.006G218700 // Sobic.002G319900 // Sobic.003G268900 // Sobic.004G251200 // Sobic.009G026900 // Sobic.005G169800 // Sobic.009G252400 // Sobic.005G047700 // Sobic.004G281300 // Sobic.003G012900 // Sobic.001G315600 // Sobic.002G327700 // Sobic.010G104000 // Sobic.003G151600 // Sobic.010G245100 // Sobic.008G119800 // Sobic.003G035500 // Sobic.003G402100 // Sobic.002G072000 // Sobic.010G007500 // Sobic.002G187400 // Sobic.003G081100 // Sobic.001G428900 // Sobic.007G038100 // Sobic.003G268800 // Sobic.006G114100 // Sobic.001G326900 // Sobic.005G150700 // Sobic.003G097000 // Sobic.009G252500 // Sobic.002G067000 // Sobic.006G111400 // Sobic.005G231500 // Sobic.010G120800 // Sobic.008G172900 // Sobic.001G333500 // Sobic.003G188000 // Sobic.002G224400 // Sobic.001G014200 // Sobic.005G226000 // Sobic.001G429200 // Sobic.002G393800 // Sobic.004G087800 // Sobic.006G128200 // Sobic.007G194700 // Sobic.001G332900 // Sobic.001G192800 // Sobic.005G209600 // Sobic.010G241500 // Sobic.001G292200 // Sobic.006G251500 // Sobic.007G038200 // Sobic.001G474200 // Sobic.001G505200 // Sobic.008G026200 // Sobic.008G070500 // Sobic.006G158266 // Sobic.004G162400 // Sobic.005G225800 // Sobic.001G498400 // Sobic.004G173500 // Sobic.001G051600 // Sobic.009G105500 // Sobic.009G114500 // Sobic.001G090600 // Sobic.002G355100 // Sobic.008G027000 // Sobic.003G268700 // Sobic.008G178200 // Sobic.003G251000 // Sobic.001G230900 // Sobic.005G192300 // Sobic.004G177700 // Sobic.001G073800 // Sobic.006G005600 // Sobic.010G182700 // Sobic.010G169000 // Sobic.009G166400 // Sobic.005G167400 // Sobic.009G221200 // Sobic.009G000200 // Sobic.004G271700 // Sobic.009G019200 // Sobic.009G003900 // Sobic.001G064700 // Sobic.001G236200 // Sobic.002G324700 // Sobic.006G158200 // Sobic.003G377300 // Sobic.002G245900 // Sobic.003G267700 // Sobic.010G265800 // Sobic.009G069800 // Sobic.002G128300 // Sobic.003G081700 // Sobic.009G217600 // Sobic.002G140600 // Sobic.001G207600 // Sobic.003G262600 // Sobic.009G204300 // Sobic.001G020500 // Sobic.003G325200 
GO:0022804	F	active transmembrane transporter activity	9	982	198	15420	0.88	1	// Sobic.001G098800 // Sobic.001G185500 // Sobic.009G224800 // Sobic.004G333900 // Sobic.003G307600 // Sobic.004G283500 // Sobic.002G349000 // Sobic.010G169000 // Sobic.003G267700 
GO:0004721	F	phosphoprotein phosphatase activity	12	982	105	15420	0.047	1	// Sobic.009G213000 // Sobic.001G406300 // Sobic.005G087666 // Sobic.002G317500 // Sobic.003G290100 // Sobic.004G065200 // Sobic.001G424400 // Sobic.006G192200 // Sobic.003G354000 // Sobic.003G242200 // Sobic.002G360701 // Sobic.009G238600 
GO:0016462	F	pyrophosphatase activity	19	982	409	15420	0.93	1	// Sobic.004G087800 // Sobic.001G069800 // Sobic.001G333500 // Sobic.001G098800 // Sobic.002G174000 // Sobic.010G169000 // Sobic.002G140600 // Sobic.001G341300 // Sobic.001G090600 // Sobic.001G207600 // Sobic.006G114100 // Sobic.004G162400 // Sobic.005G209600 // Sobic.003G215800 // Sobic.001G292200 // Sobic.009G000200 // Sobic.005G225800 // Sobic.003G267700 // Sobic.004G333900 
GO:0016829	F	lyase activity	12	982	188	15420	0.54	1	// Sobic.001G392500 // Sobic.010G160700 // Sobic.004G153900 // Sobic.003G393900 // Sobic.001G443800 // Sobic.005G106900 // Sobic.007G152800 // Sobic.007G227000 // Sobic.004G146000 // Sobic.006G096500 // Sobic.002G041200 // Sobic.002G041100 
GO:0015291	F	secondary active transmembrane transporter activity	5	982	110	15420	0.83	1	// Sobic.002G349000 // Sobic.001G185500 // Sobic.009G224800 // Sobic.003G307600 // Sobic.004G283500 
GO:0030414	F	peptidase inhibitor activity	5	982	67	15420	0.43	1	// Sobic.009G009900 // Sobic.001G100200 // Sobic.003G400400 // Sobic.009G182000 // Sobic.001G032100 
GO:0003723	F	RNA binding	6	982	310	15420	1	1	// Sobic.010G177200 // Sobic.006G142775 // Sobic.010G167900 // Sobic.009G191700 // Sobic.007G121300 // Sobic.004G251200 
GO:0050662	F	coenzyme binding	18	982	252	15420	0.35	1	// Sobic.010G233400 // Sobic.003G036000 // Sobic.002G250400 // Sobic.003G313800 // Sobic.003G061300 // Sobic.006G030800 // Sobic.007G207600 // Sobic.003G421100 // Sobic.003G292400 // Sobic.004G181000 // Sobic.003G342200 // Sobic.008G106800 // Sobic.001G405500 // Sobic.009G069600 // Sobic.010G162900 // Sobic.010G195800 // Sobic.001G500200 // Sobic.009G169000 
GO:0050660	F	flavin adenine dinucleotide binding	5	982	93	15420	0.71	1	// Sobic.003G313800 // Sobic.003G421100 // Sobic.004G181000 // Sobic.010G162900 // Sobic.001G500200 
GO:0046914	F	transition metal ion binding	94	982	1404	15420	0.33	1	// Sobic.009G121600 // Sobic.003G159500 // Sobic.004G042100 // Sobic.001G387000 // Sobic.003G362700 // Sobic.002G090200 // Sobic.004G109300 // Sobic.010G248301 // Sobic.001G192200 // Sobic.004G110400 // Sobic.003G123300 // Sobic.002G388900 // Sobic.009G168900 // Sobic.007G212200 // Sobic.010G246000 // Sobic.007G179750 // Sobic.004G332500 // Sobic.001G230700 // Sobic.007G175900 // Sobic.010G224000 // Sobic.004G109700 // Sobic.002G185000 // Sobic.004G268700 // Sobic.003G278500 // Sobic.001G359300 // Sobic.001G510000 // Sobic.010G071900 // Sobic.002G291900 // Sobic.004G109900 // Sobic.009G110200 // Sobic.004G243000 // Sobic.001G082400 // Sobic.001G109800 // Sobic.002G386000 // Sobic.002G416300 // Sobic.002G389000 // Sobic.003G021900 // Sobic.007G121400 // Sobic.006G188700 // Sobic.004G063750 // Sobic.001G359400 // Sobic.007G178100 // Sobic.007G152600 // Sobic.009G105300 // Sobic.004G181400 // Sobic.006G144000 // Sobic.001G384100 // Sobic.002G245800 // Sobic.006G162800 // Sobic.001G398950 // Sobic.001G269100 // Sobic.009G110400 // Sobic.003G336000 // Sobic.002G034600 // Sobic.003G228600 // Sobic.007G153900 // Sobic.002G389100 // Sobic.005G103500 // Sobic.007G181600 // Sobic.004G181300 // Sobic.006G261000 // Sobic.004G152000 // Sobic.001G195100 // Sobic.010G072000 // Sobic.004G141200 // Sobic.008G175200 // Sobic.010G276000 // Sobic.009G181800 // Sobic.001G373700 // Sobic.004G187800 // Sobic.009G232800 // Sobic.001G147200 // Sobic.002G192000 // Sobic.006G189700 // Sobic.002G232800 // Sobic.004G110300 // Sobic.001G082200 // Sobic.004G256200 // Sobic.009G026500 // Sobic.002G425300 // Sobic.003G228000 // Sobic.003G395400 // Sobic.003G360900 // Sobic.007G003600 // Sobic.010G182966 // Sobic.005G103300 // Sobic.001G097600 // Sobic.003G344400 // Sobic.004G312500 // Sobic.010G019500 // Sobic.004G251000 // Sobic.004G280900 // Sobic.001G153700 // Sobic.004G164500 
GO:0009522	C	photosystem I	7	982	10	15420	3.1e-05	0.0048	// Sobic.001G070500 // Sobic.009G229700 // Sobic.002G033900 // Sobic.003G052500 // Sobic.002G119500 // Sobic.002G242000 // Sobic.008G063500 
GO:0009579	C	thylakoid	14	982	67	15420	0.00029	0.015	// Sobic.002G414400 // Sobic.006G151100 // Sobic.001G070500 // Sobic.002G329600 // Sobic.001G078000 // Sobic.009G229700 // Sobic.002G033900 // Sobic.007G212400 // Sobic.006G151001 // Sobic.003G052500 // Sobic.002G119500 // Sobic.002G242000 // Sobic.003G313000 // Sobic.008G063500 
GO:0044436	C	thylakoid part	14	982	67	15420	0.00029	0.015	// Sobic.002G414400 // Sobic.006G151100 // Sobic.001G070500 // Sobic.002G329600 // Sobic.001G078000 // Sobic.009G229700 // Sobic.002G033900 // Sobic.007G212400 // Sobic.006G151001 // Sobic.003G052500 // Sobic.002G119500 // Sobic.002G242000 // Sobic.003G313000 // Sobic.008G063500 
GO:0034357	C	photosynthetic membrane	13	982	64	15420	0.0006	0.019	// Sobic.002G414400 // Sobic.006G151100 // Sobic.001G070500 // Sobic.002G329600 // Sobic.009G229700 // Sobic.002G033900 // Sobic.007G212400 // Sobic.006G151001 // Sobic.003G052500 // Sobic.002G119500 // Sobic.002G242000 // Sobic.003G313000 // Sobic.008G063500 
